14631
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,-0.062155765,0.85688961,-0.32515773,0.39515737,5.4733219,2.0671771,2.1869099,1,1,0,1
2,-0.062155765,0.85688961,-0.32515773,0.39515737,5.0812411,1.6558874,4.3879271,13,1,0,16
3,-0.062155765,0.85688961,-0.32515773,0.39515737,0.51715678,1.710719,1.3005472,12,1,0,15
4,0.069760762,-0.22923431,0.97027928,0.033811182,0.33024877,0.48393676,2.8810093,1,1,0,3
5,0.18509123,-0.75685394,-0.29574525,0.55267364,2.3019874,1.7866417,4.9638882,4,1,0,3
6,0,0,0,1,5.1157494,2.2319574,4.1839442,36,1,0,111
7,-0.65157682,-0.37289783,0.47217765,0.461999,6.0066953,1.6983523,4.9670887,3,1,0,2
8,0,0,0,1,0.3126516,1.1135561,1.1251254,3,1,0,1
9,-0.062155765,0.85688961,-0.32515773,0.39515737,6.104332,2.4418697,3.4098029,7,1,0,4
10,-0.26957485,-0.48956084,0.026811738,0.82881886,1.0351189,1.1860553,5.1833901,1,1,0,1
11,0.85324723,-0.28869641,0.32302627,0.29030606,1.9766377,2.2430525,2.6291556,10,1,1,15
12,-0.32881355,0.51234585,0.68088561,0.40715858,4.2511034,1.309051,6.2515454,14,1,1,23
13,0,0,0,1,3.3270333,1.6571023,3.4157672,1,1,0,1
14,-0.5263164,-0.80039954,0.068187013,0.2787509,0.74921483,2.559469,5.0541601,11,1,0,6
15,-0.062155765,0.85688961,-0.32515773,0.39515737,3.0092494,1.1759412,5.6801772,51,1,0,191
16,0.53755206,-0.21912983,-0.40599275,0.70582557,3.2765007,1.238685,4.0506577,9,1,1,9
17,0.51589435,-0.68184096,-0.39398533,0.33722621,3.0813868,2.0511672,4.9275308,2,1,1,1
18,-0.062155765,0.85688961,-0.32515773,0.39515737,2.9818459,2.7050881,4.9663877,2,1,0,1
19,-0.062155765,0.85688961,-0.32515773,0.39515737,5.8214965,2.0616944,2.0650122,3,1,0,5
20,-0.062155765,0.85688961,-0.32515773,0.39515737,1.7754377,1.7090024,5.7663565,1,1,0,1
21,-0.74966097,-0.27573171,0.18183345,0.57351297,0.045424566,1.8504668,5.6237078,6,1,0,3
22,-0.062155765,0.85688961,-0.32515773,0.39515737,3.6089637,0.85023844,2.7036669,4,1,0,8
23,0,0,0,1,1.0017352,1.5311829,5.9903717,10,1,0,20
24,0,0,0,1,4.4961987,1.5085644,0.83608294,6,1,0,5
25,-0.062155765,0.85688961,-0.32515773,0.39515737,0.012944363,1.5805503,2.1020415,23,1,0,47
26,0,0,0,1,2.7221487,1.8377594,1.4041579,11,1,0,12
27,-0.062155765,0.85688961,-0.32515773,0.39515737,5.001935,0.58010709,3.7650621,3,1,0,1
28,-0.4155066,-0.17406462,0.21105616,0.86747396,0.1580482,0.9346357,5.6478119,12,1,1,14
29,0,0,0,1,4.5543461,1.5324872,1.1582568,1,1,0,1
30,-0.71386677,-0.5797444,-0.27579543,0.27969211,1.4604701,2.3342469,0.096296638,13,1,1,23
31,-0.33091274,0.097038209,-0.92920548,0.13288197,1.1435061,0.70415217,1.7140006,7,1,1,25
32,-0.062155765,0.85688961,-0.32515773,0.39515737,0.58363342,0.70724785,1.9311546,10,1,0,3
33,-0.062155765,0.85688961,-0.32515773,0.39515737,6.0795975,1.5386961,0.37698179,10,1,0,6
34,-0.22606762,-0.2471256,0.82152712,0.46142775,6.054019,0.68306035,4.3942776,9,1,0,5
35,0,0,0,1,2.7707729,0.72118038,3.517765,12,1,0,9
36,0,0,0,1,3.1535521,1.9791439,5.0712047,1,1,0,1
37,-0.062155765,0.85688961,-0.32515773,0.39515737,4.2055497,1.8256432,4.0374389,16,1,0,19
38,-0.49884513,-0.056562278,-0.53464878,0.67978305,0.77935857,1.0519156,0.55355006,17,1,0,23
39,-0.26660472,-0.33418253,0.8167032,0.38760781,6.0529208,0.88345051,4.2581019,6,1,0,4
40,-0.062155765,0.85688961,-0.32515773,0.39515737,4.9992418,0.93945956,1.3456676,1,1,0,1
41,-0.23265177,0.30822858,-0.88937825,0.2446927,0.37808275,0.79296422,2.2265399,1,1,0,1
42,-0.69503969,-0.042038221,-0.7166906,0.038823422,1.5770885,1.5404863,1.4562693,8,1,0,6
43,0,0,0,1,2.5439408,1.7163457,1.5375049,1,1,0,1
44,-0.76190734,-0.52913296,0.14102778,0.34587106,0.2198482,2.3759956,5.2890038,1,1,0,1
45,0,0,0,1,3.2301304,0.88095021,1.6494604,9,1,0,6
46,-0.062155765,0.85688961,-0.32515773,0.39515737,5.0879931,1.7379793,0.26308432,1,1,0,1
47,0,0,0,1,5.9552584,1.2163389,2.0559504,2,1,0,2
48,-0.062155765,0.85688961,-0.32515773,0.39515737,4.6373949,2.4921122,0.74130803,6,1,0,5
49,-0.062155765,0.85688961,-0.32515773,0.39515737,0.31535986,1.0573936,1.2477994,4,1,0,1
50,0.24420743,0.007175792,-0.89582056,0.37123683,4.3488979,0.49362195,4.2901468,10,1,1,12
51,0.44418538,0.85382676,0.26930797,0.03394727,2.7872856,2.5918167,0.60509181,2,1,0,1
52,-0.36764634,-0.0020112784,-0.34110162,0.86514843,0.38102716,0.75296551,0.3700859,5,1,0,3
53,-0.062155765,0.85688961,-0.32515773,0.39515737,1.1827446,1.8919637,3.0147183,3,1,0,2
54,0,0,0,1,3.5476239,1.7386638,3.3973339,6,1,0,3
55,-0.43382809,0.68811077,0.36912063,0.44949615,4.5873795,1.9001234,0.32075122,5,1,0,2
56,0.38840359,0.14270341,-0.47035047,0.77945417,4.0366344,0.85322505,3.3324344,10,1,0,22
57,-0.39895675,0.83146483,0.34298882,0.17848936,4.068799,2.3475957,0.032452602,21,1,0,78
58,-0.65176797,-0.59887272,-0.40903684,0.22189838,1.8168662,2.1735342,0.33060846,8,1,0,4
59,0,0,0,1,1.7916149,2.4661756,4.6971993,8,1,0,4
60,0,0,0,1,2.3237016,1.3680129,3.7751453,13,1,0,10
61,0.49318728,-0.44016299,0.37686312,0.64884287,1.8867444,1.4444144,3.3440413,16,1,0,20
62,0.67258471,-0.59385931,0.28769061,0.33495533,1.7086432,2.2269554,3.1552742,3,1,0,2
63,-0.062155765,0.85688961,-0.32515773,0.39515737,4.1926093,1.0723765,5.5662003,1,1,0,1
64,-0.59956038,0.17525958,-0.68029302,0.38342264,0.77317089,1.3493683,1.3419511,6,1,0,9
65,-0.40304986,-0.032888342,-0.43497887,0.80452633,0.57706594,0.83262235,0.41422933,8,1,0,8
66,-0.90340894,0.29122871,-0.09630198,0.29960638,6.2823353,2.5013049,0.62284607,26,1,0,45
67,-0.062155765,0.85688961,-0.32515773,0.39515737,0.52995116,0.89619303,3.5023646,9,1,0,13
68,-0.2650795,-0.70122296,0.53137809,0.3945334,0.27724621,1.6950775,4.1416783,3,1,0,4
69,0.023976058,-0.75442052,0.47103277,0.45651168,0.80151415,1.7107027,3.8795667,6,1,0,12
70,0,0,0,1,5.4373274,2.3987031,5.3879519,43,1,0,132
71,-0.88749534,-0.33181259,0.31550497,0.052049179,5.2336717,2.4906204,4.5181031,30,1,1,121
72,-0.062155765,0.85688961,-0.32515773,0.39515737,3.0133917,0.69175547,1.2303494,24,1,0,32
73,0,0,0,1,0.9922573,1.0553062,2.502542,1,1,0,1
74,0.13152824,-0.36440313,-0.92068481,0.047436386,3.4365044,0.79564893,5.8853192,13,1,1,36
75,0.25744614,-0.092726886,0.91676432,0.29097486,1.5324183,0.5543431,2.2238476,3,1,0,2
