14031
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0,0,0,1,0.55031115,1.7383286,4.1542559,12,1,0,16
2,0.57105225,-0.56190151,-0.45469597,0.38912413,3.2272217,1.8584133,4.7818646,2,1,1,2
3,0,0,0,1,1.572495,2.5919442,6.1265945,10,1,0,13
4,0.30675688,0.84918714,0.013976946,0.42963481,4.3332191,2.2529125,1.884925,8,1,0,5
5,-0.45493299,0.38219205,0.78123933,0.19139062,4.2539182,1.27246,5.6513624,1,1,0,1
6,0.51258379,0.55570763,0.65200251,0.057789773,2.4849429,1.7143955,0.83345628,13,1,1,22
7,0,0,0,1,3.8820708,2.3818936,1.5380583,3,1,0,2
8,-0.2441905,-0.072876789,0.95863408,0.12680998,5.1339345,0.5153507,4.5538802,1,1,0,1
9,0.39190015,0.32652092,0.24948956,0.82313627,3.5419419,1.0706012,2.1526537,28,1,0,65
10,-0.9436453,-0.01124592,-0.21401507,0.25219962,0.71559411,2.4673593,0.69176018,8,1,0,3
11,0.29747304,0.12278818,0.33704424,0.8847791,3.1690948,0.65529907,2.3861609,7,1,0,4
12,0.33742684,0.51764745,-0.17078146,0.76747501,4.353673,1.3321697,2.3674252,1,1,0,1
13,0.85253119,-0.16239896,-0.17815697,0.46376422,3.3201294,2.1017613,3.6965997,2,1,1,3
14,0.24457785,0.35263902,0.27615386,0.85998046,3.79528,0.88711041,1.8664747,1,1,0,1
15,-0.58363813,0.29563752,-0.046845611,0.75483149,5.8762989,1.4263647,0.5308497,1,1,0,1
16,0,0,0,1,5.4436789,0.62496263,5.7646904,12,1,0,14
17,0.34296694,0.094014466,-0.53430277,0.76684779,4.0176845,0.727153,3.4825866,10,1,1,16
18,0.39761612,0.056125872,-0.7183072,0.56814259,4.1834221,0.82643443,3.9029632,5,1,0,2
19,0.20181675,-0.92091876,0.11431119,0.3132278,1.4366059,2.4617038,4.1467252,9,1,0,6
20,-0.47641715,-0.34310445,0.73814583,0.33233538,5.2078438,0.75048095,0.68570572,3,1,0,2
21,-0.47641715,-0.34310445,0.73814583,0.33233538,3.177099,2.2466433,1.4365522,2,1,0,2
22,-0.47641715,-0.34310445,0.73814583,0.33233538,2.7321422,0.67185116,2.0886822,4,1,0,2
23,-0.25563857,-0.74396992,-0.58826917,0.18734212,2.5023098,1.8107778,0.022666214,3,1,0,3
24,-0.59384871,0.29193589,-0.56273091,0.49543014,0.39200935,1.4462403,1.3058192,10,1,1,12
25,0.93066281,-0.013951321,0.30258238,0.20522203,2.1517756,2.393012,2.1817548,1,1,1,1
26,0,0,0,1,5.8959336,0.61885047,2.7685907,2,1,0,1
27,0.052478164,0.6381132,0.46009517,0.61511785,3.9881277,1.3896928,1.0106448,9,1,0,20
28,0,0,0,1,0.49945727,0.27579293,0.20353554,14,1,0,16
29,-0.033384554,0.5730601,0.71183914,0.4046883,3.7167275,1.2228423,0.45875308,4,1,0,1
30,0,0,0,1,4.9263444,0.74984765,5.5745335,3,1,0,1
31,0,0,0,1,5.8652401,1.1778812,5.9229374,6,1,0,3
32,0.524432,0.5216971,0.66153938,0.12316234,2.5376482,1.6653305,0.97208041,2,1,0,1
33,0.26137611,-0.37075177,-0.82059699,0.34762946,3.3549497,0.94165426,5.2684088,8,1,1,27
34,-0.47641715,-0.34310445,0.73814583,0.33233538,1.2244974,1.7154342,3.0777431,23,1,0,53
35,-0.47641715,-0.34310445,0.73814583,0.33233538,4.4216852,1.0120525,4.4784689,11,1,0,9
36,-0.47641715,-0.34310445,0.73814583,0.33233538,0.94163042,1.6407715,0.04384606,7,1,0,4
37,0.50058669,0.44833767,0.713687,0.1976289,2.5713322,1.4738318,1.1105474,6,1,0,4
38,-0.27809724,0.32661492,-0.76284873,0.48378354,0.14016341,0.88670474,1.8710821,1,1,1,7
39,0.90643346,-0.097713605,-0.36081254,0.19658278,4.1061354,2.2947328,4.3209062,8,1,1,4
40,0,0,0,1,5.0252833,1.7826453,2.4208078,9,1,0,10
41,0.53685588,-0.603903,0.17310794,0.56313461,1.9992554,1.8816024,3.687465,3,1,0,2
42,-0.86609006,-0.22225119,0.44775334,0.0030518991,4.9703989,2.2130671,4.4680104,22,1,0,33
43,0.3464554,-0.12068432,0.37226465,0.85253912,2.3946972,0.75129157,3.0650878,2,1,1,2
44,0.5175581,0.24573362,-0.78220564,0.24475059,4.8524222,1.2201582,3.9658613,8,1,1,8
45,0,0,0,1,1.3467,2.2648859,2.3525681,7,1,0,3
46,0.21293674,-0.4243542,0.50187749,0.72298026,1.4290668,0.98943406,3.640502,6,1,0,5
47,-0.18650496,-0.35105449,0.57582939,0.71442086,0.40405211,0.81762838,4.5223451,6,1,0,5
48,-0.47641715,-0.34310445,0.73814583,0.33233538,3.6196742,2.4074123,3.211741,2,1,0,1
49,-0.41951311,0.022714833,0.60787606,0.67378002,5.49507,0.86717182,5.6032557,56,1,1,361
50,-0.47641715,-0.34310445,0.73814583,0.33233538,6.062583,1.6897056,4.7600102,19,1,0,19
51,-0.74931967,-0.48710173,0.038467962,0.44695884,0.49056217,2.2111712,5.6209145,2,1,1,2
52,0.40390769,0.13669088,-0.85250902,0.3023285,4.6979146,0.88104111,4.0452695,5,1,0,6
53,0.33898792,0.8935129,-0.29374653,0.020852573,5.8497038,2.5437579,3.4333351,1,1,0,1
54,-0.31448123,0.49346706,0.47792929,0.65511483,4.6495023,1.2501462,0.37313437,5,1,0,3
55,-0.10762374,0.42102149,-0.585388,0.68445516,5.6701956,0.89909828,2.0280709,1,1,1,1
56,0,0,0,1,5.3290443,1.2899565,0.11933003,7,1,0,3
57,-0.24665289,0.85085917,-0.070206925,0.45855427,5.1464672,2.1768129,1.4405683,6,1,1,8
58,-0.47641715,-0.34310445,0.73814583,0.33233538,2.255743,1.1166716,3.9096034,3,1,0,1
59,-0.1750014,-0.74347115,0.45819429,0.45462421,3.7885342,1.1249892,5.4202056,5,1,0,3
60,0.20199454,0.80786407,0.20767838,0.51324797,4.082881,1.9680555,1.431312,8,1,1,16
61,0,0,0,1,5.1719384,2.2231302,4.1690478,10,1,0,15
62,0.69408751,-0.55610228,-0.011693141,0.45700768,2.4917018,2.1920002,3.8426452,12,1,0,9
63,-0.12464126,-0.10902824,-0.83496255,0.52479982,1.7283425,0.33272812,0.29098135,10,1,1,23
64,-0.47641715,-0.34310445,0.73814583,0.33233538,3.8855722,1.4286181,6.1199369,1,1,0,1
65,-0.47641715,-0.34310445,0.73814583,0.33233538,1.2620193,1.181398,5.3111148,2,1,0,1
66,-0.029737424,0.85120559,0.47776335,0.21519056,3.5997109,2.0385365,0.3882753,1,1,0,1
67,-0.38502005,-0.14123541,0.59567684,0.6906383,5.9230633,0.84514308,5.2198925,6,1,1,4
68,-0.47641715,-0.34310445,0.73814583,0.33233538,2.9663908,1.5106308,1.2517012,2,1,0,4
69,-0.099020876,-0.89189672,-0.36812422,0.24330994,2.4469917,2.227576,5.8097243,8,1,0,5
70,-0.47641715,-0.34310445,0.73814583,0.33233538,0.99877262,0.71946937,2.9322064,5,1,0,3
71,-0.65420747,0.34544384,-0.5525912,0.38382825,0.4778831,1.6655757,1.4495282,8,1,1,9
72,-0.24350324,-0.44336069,-0.1522357,0.84909463,1.2459579,1.0606844,5.3920412,2,1,1,3
73,-0.47641715,-0.34310445,0.73814583,0.33233538,1.2028736,2.1609113,6.2309146,19,1,0,33
74,0.37397665,-0.61942315,-0.68397558,0.09291853,3.5497408,1.6179007,5.6049891,8,1,1,8
75,-0.47641715,-0.34310445,0.73814583,0.33233538,3.9112208,1.0596298,0.8409093,27,1,0,64
76,-0.027964389,-0.41892624,-0.79356104,0.44043124,2.5682602,0.86657894,5.8431602,7,1,0,6
77,-0.47641715,-0.34310445,0.73814583,0.33233538,0.34554356,2.9366841,4.4000492,30,1,0,104
78,-0.47641715,-0.34310445,0.73814583,0.33233538,1.8083425,2.2678907,3.4765911,4,1,0,3
79,-0.47641715,-0.34310445,0.73814583,0.33233538,4.7343717,2.0519297,1.657495,1,1,0,1
80,-0.63989979,-0.51727021,-0.56799519,0.018475013,2.2180996,1.9327267,0.85846257,2,1,1,1
81,0.46552095,-0.052535824,0.30961713,0.82744634,2.6711593,0.97512996,2.895916,7,1,1,8
82,-0.47641715,-0.34310445,0.73814583,0.33233538,3.7303817,0.88518906,1.9964882,4,1,0,4
83,0.57867813,0.11763774,-0.79514116,0.1379986,4.7411027,1.2633916,4.3399944,18,1,1,47
84,0.84256178,-0.4115465,-0.19188821,0.2896516,3.2723286,2.4318993,4.1810532,5,1,1,3
85,-0.26712683,-0.44803488,0.54357666,0.65759593,0.34240353,1.0975076,4.5592651,1,1,0,1
86,-0.87684602,0.20554537,-0.42861766,0.071965367,1.1741898,2.2423663,1.6347038,9,1,1,16
87,0,0,0,1,3.7240586,2.3221989,4.1798444,2,1,0,1
88,0.80405766,0.015304003,0.4240987,0.41641021,2.3660786,1.8686675,2.3280163,19,1,0,36
89,0,0,0,1,6.2612638,1.7662899,0.48930576,6,1,0,4
90,0.16359484,0.64366645,0.67632526,0.31861311,3.3329587,1.4526613,0.68914795,12,1,0,13
91,0,0,0,1,3.5257912,1.9020531,1.9327152,8,1,0,5
92,-0.65575975,-0.10247746,-0.41680819,0.62108648,0.74608135,1.4515591,0.43604323,2,1,0,1
93,0.045776274,0.43684623,0.2023351,0.87528872,4.3808084,0.90950084,1.4480298,3,1,1,1
94,-0.14965431,0.22343834,0.95902181,0.089196533,3.8244882,0.54455525,5.7857723,13,1,1,29
95,0,0,0,1,2.5191972,0.98148501,0.67432404,10,1,0,16
96,-0.76480716,0.21792813,-0.40250546,0.45339462,0.44842267,1.8388398,1.0035996,12,1,0,7
97,0,0,0,1,3.2886519,1.9943408,3.3509665,13,1,0,11
98,-0.26726714,-0.10889294,0.25308344,0.92339557,0.11938617,0.58552653,5.6287794,11,1,0,14
99,-0.22486937,-0.80769533,0.036039174,0.54384118,1.2330929,1.9887334,4.9177504,15,1,1,26
100,-0.47641715,-0.34310445,0.73814583,0.33233538,0.50255162,2.4205415,4.5011292,3,1,0,2
101,0.16712688,0.067880519,0.82858419,0.53000849,2.525672,0.36275804,1.7540585,3,1,0,3
102,-0.28019729,0.66785389,-0.64633811,0.2402243,0.041396689,1.6198946,2.3885005,2,1,0,1
103,-0.47641715,-0.34310445,0.73814583,0.33233538,2.0600142,1.5061356,1.7785419,2,1,0,1
104,0,0,0,1,2.5309181,0.93749768,5.7395434,29,1,0,107
105,-0.47641715,-0.34310445,0.73814583,0.33233538,2.4155638,3.0745404,1.786267,1,1,0,2
106,0.021559594,-0.61207026,0.12721878,0.78020549,1.4443704,1.3183118,4.5155439,3,1,1,2
107,0,0,0,1,2.4798551,0.22352894,6.029151,1,1,0,1
108,-0.31375057,-0.41023859,-0.74046284,0.43009263,1.9624721,1.085433,0.12669186,2,1,0,1
109,-0.60989684,0.66430497,0.31669793,0.2939851,4.6325397,2.2479155,0.0054984111,7,1,1,6
110,0.56187373,-0.25652432,-0.483803,0.62002242,3.3759162,1.3315337,4.2324939,6,1,0,5
111,0,0,0,1,1.8792825,0.29626766,0.47313261,9,1,0,5
112,-0.1750014,-0.74347115,0.45819429,0.45462421,3.0825567,1.9227118,6.0299578,5,1,0,4
113,-0.54995912,-0.21509664,-0.39020437,0.70641273,0.87748694,1.2634223,0.13184187,3,1,1,15
114,-0.47641715,-0.34310445,0.73814583,0.33233538,4.7808685,2.5102048,2.5473044,15,1,0,14
115,-0.47641715,-0.34310445,0.73814583,0.33233538,3.7425225,1.470102,0.46478817,2,1,0,1
116,-0.99323267,0.07672219,-0.069118977,0.053152822,0.83815086,2.9669845,0.99233454,7,1,1,91
117,-0.41463631,-0.41917649,-0.14586301,0.79441285,0.97243142,1.2611356,5.6739306,11,1,1,16
118,-0.47641715,-0.34310445,0.73814583,0.33233538,5.6996636,2.1520782,0.81088382,2,1,0,1
119,-0.47641715,-0.34310445,0.73814583,0.33233538,3.0029464,2.1882043,5.8656878,14,1,0,28
120,-0.73658121,0.17468531,-0.021947466,0.65303254,6.0839262,1.7174551,0.266451,10,1,0,16
121,-0.56232524,-0.0013912346,0.6438691,0.51886511,5.3931637,1.1943942,5.3882155,3,1,0,1
122,-0.47641715,-0.34310445,0.73814583,0.33233538,1.7338285,1.9531382,1.5213274,20,1,0,68
123,-0.15241618,0.19620384,-0.18628293,0.95056403,5.5663571,0.50215632,1.1038651,13,1,1,25
124,-0.67167127,0.44938025,-0.24569596,0.53530234,6.123837,1.8819634,1.0199505,12,1,0,17
125,-0.47641715,-0.34310445,0.73814583,0.33233538,4.089715,1.2865033,0.46712464,3,1,0,1
126,-0.90444219,0.14845262,0.22065124,0.3335554,5.5360727,2.3187058,5.8614459,2,1,1,1
127,0.5463655,0.15526025,-0.2317078,0.78974074,3.7038515,1.2081411,3.1501102,1,1,0,1
128,0.67420554,0.67091417,-0.21512687,0.22145315,4.6954527,2.5138543,3.1295502,4,1,0,1
129,0,0,0,1,0.41653985,0.73987496,4.7799616,25,1,0,51
130,0.77966845,-0.041918904,-0.42153296,0.4611614,3.8284128,1.791873,3.9358394,5,1,0,6
131,-0.39772668,0.005510434,-0.010825571,0.91742349,6.2811308,0.81815881,0.02565359,1,1,0,1
132,-0.47641715,-0.34310445,0.73814583,0.33233538,4.1859574,1.873251,3.0641725,6,1,0,16
133,-0.15967445,0.45791647,-0.3874017,0.78405136,5.5068216,1.0126283,1.6942006,1,1,0,1
134,-0.47641715,-0.34310445,0.73814583,0.33233538,2.2445967,1.2287176,0.46088281,4,1,0,2
135,0.26191148,0.75689274,0.57087457,0.18060459,3.1148562,1.857684,0.63954031,24,1,0,53
136,-0.74299699,0.43993238,0.41946855,0.28010914,4.766562,2.0842288,5.8357506,1,1,0,1
